Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
22.0,Alexander Brunst,de GER,GK,Darmstadt 98,de Bundesliga,28.0,1995.0,3.0,10.0,0.0,0.0,2.0,0.0,6.3,0.37,-3.7,-1.25,33.0,72.0,45.8,129.0,13.0,41.1,36.0,21.0,90.5,59.6,51.0,3.0,5.9,9.0,3.0,19.1
23.0,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,23.0,1999.0,34.0,29.0,5.0,0.0,1.0,1.0,30.7,0.22,2.7,0.08,74.0,189.0,39.2,1086.0,158.0,14.4,23.9,147.0,22.4,25.5,376.0,32.0,8.5,21.0,0.62,12.2
24.0,Elia Caprile,it ITA,GK,Empoli,it Serie A,21.0,2001.0,23.0,27.0,4.0,0.0,5.0,0.0,27.6,0.22,0.6,0.02,117.0,350.0,33.4,657.0,137.0,40.3,36.8,159.0,53.5,45.1,391.0,31.0,7.9,20.0,0.87,13.3
25.0,Dani Cárdenas,es ESP,GK,Rayo Vallecano,es La Liga,26.0,1997.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.93,-0.1,-0.07,2.0,15.0,13.3,36.0,5.0,36.1,36.3,4.0,50.0,53.5,5.0,0.0,0.0,2.0,2.0,17.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,23.0,2000.0,26.9,30.0,4.0,0.0,2.0,0.0,29.3,0.22,-0.7,-0.03,121.0,338.0,35.8,680.0,142.0,30.6,33.8,193.0,67.4,51.7,332.0,20.0,6.0,39.0,1.45,14.7
27.0,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,31.0,1992.0,25.0,39.0,2.0,0.0,2.0,2.0,36.4,0.3,-0.6,-0.03,161.0,390.0,41.3,786.0,118.0,36.3,35.0,161.0,65.2,48.4,335.0,25.0,7.5,38.0,1.52,15.7
28.0,Michele Cerofolini,it ITA,GK,Frosinone,it Serie A,24.0,1999.0,7.5,11.0,0.0,0.0,1.0,1.0,5.9,0.22,-4.1,-0.55,18.0,100.0,18.0,171.0,28.0,47.4,37.2,38.0,50.0,42.8,126.0,4.0,3.2,7.0,0.93,14.3
29.0,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21.0,2001.0,33.0,32.0,3.0,0.0,2.0,2.0,35.7,0.26,5.7,0.17,101.0,344.0,29.4,1059.0,121.0,26.5,29.6,123.0,51.2,44.5,388.0,25.0,6.4,28.0,0.85,12.7
30.0,Oliver Christensen,dk DEN,GK,Fiorentina,it Serie A,24.0,1999.0,4.0,9.0,2.0,0.0,0.0,0.0,4.0,0.11,-5.0,-1.26,23.0,61.0,37.7,170.0,15.0,31.8,31.0,20.0,35.0,33.7,32.0,1.0,3.1,9.0,2.25,19.5
31.0,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36.0,1987.0,35.0,68.0,7.0,1.0,7.0,3.0,51.7,0.28,-13.3,-0.38,172.0,540.0,31.9,982.0,143.0,42.3,36.9,252.0,49.6,41.2,545.0,23.0,4.2,22.0,0.63,11.8
32.0,Nikita Contini Baranovsky,it ITA,GK,Napoli,it Serie A,27.0,1996.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,3.0,1.0,0.0,17.0,1.0,0.0,15.0,1.0,0.0,0.0,3.0,15.88,37.0
33.0,Benoît Costil,fr FRA,GK,Salernitana,it Serie A,36.0,1987.0,13.0,29.0,3.0,0.0,2.0,1.0,23.6,0.32,-4.4,-0.34,71.0,228.0,31.1,323.0,45.0,48.0,37.0,104.0,70.2,51.1,212.0,2.0,0.9,19.0,1.46,18.2
34.0,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,24.0,1999.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.3,0.13,12.0,36.0,33.3,70.0,10.0,41.4,37.2,10.0,70.0,55.4,24.0,0.0,0.0,2.0,0.99,23.0
35.0,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,31.0,1992.0,3.7,0.0,0.0,0.0,0.0,0.0,3.1,0.22,3.1,0.85,10.0,19.0,52.6,105.0,25.0,16.2,26.7,18.0,11.1,27.8,47.0,2.0,4.3,5.0,1.36,15.3
36.0,Alessio Cragno,it ITA,GK,Sassuolo,it Serie A,29.0,1994.0,3.0,7.0,1.0,1.0,1.0,1.0,5.1,0.3,-0.9,-0.28,17.0,45.0,37.8,78.0,11.0,50.0,37.8,22.0,27.3,30.5,37.0,3.0,8.1,8.0,2.67,18.6
37.0,Cristian,es ESP,GK,Valencia,es La Liga,25.0,1998.0,0.6,1.0,0.0,0.0,1.0,0.0,0.5,0.17,-0.5,-0.75,2.0,5.0,40.0,15.0,4.0,26.7,29.1,3.0,33.3,32.7,12.0,0.0,0.0,0.0,0.0,8.3
38.0,Iván Cuéllar,es ESP,GK,Mallorca,es La Liga,39.0,1984.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,0.19,0.2,0.17,1.0,11.0,9.1,32.0,8.0,31.3,33.0,3.0,33.3,35.7,6.0,1.0,16.7,0.0,0.0,7.0
39.0,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25.0,1998.0,31.0,52.0,7.0,0.0,10.0,2.0,49.3,0.26,-0.7,-0.02,169.0,450.0,37.6,1151.0,92.0,30.8,32.4,187.0,51.3,44.3,484.0,28.0,5.8,50.0,1.61,15.0
40.0,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,27.0,1996.0,6.0,11.0,1.0,0.0,0.0,0.0,12.5,0.35,1.5,0.26,51.0,125.0,40.8,141.0,28.0,51.1,40.3,71.0,74.6,49.8,116.0,8.0,6.9,0.0,0.0,7.8
41.0,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29.0,1994.0,33.0,43.0,1.0,0.0,5.0,2.0,47.0,0.3,6.0,0.18,155.0,454.0,34.1,719.0,135.0,46.9,37.1,222.0,52.7,39.1,470.0,32.0,6.8,24.0,0.73,12.5
42.0,Raffaele Di Gennaro,it ITA,GK,Inter,it Serie A,29.0,1993.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.13,0.5,2.08,1.0,2.0,50.0,15.0,3.0,13.3,25.2,1.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,
43.0,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26.0,1997.0,31.9,35.0,3.0,1.0,5.0,0.0,45.4,0.26,10.4,0.33,179.0,430.0,41.6,1126.0,201.0,27.8,30.6,223.0,52.5,44.2,469.0,19.0,4.1,18.0,0.56,11.5
44.0,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30.0,1993.0,30.0,54.0,6.0,0.0,5.0,1.0,57.1,0.28,4.1,0.14,206.0,558.0,36.9,1065.0,129.0,42.8,36.7,176.0,58.0,44.5,439.0,39.0,8.9,46.0,1.53,14.4
45.0,Guillaume Dietsch,fr FRA,GK,Metz,fr Ligue 1,22.0,2001.0,0.8,1.0,0.0,0.0,0.0,0.0,0.8,0.31,-0.2,-0.21,6.0,16.0,37.5,19.0,3.0,47.4,36.4,7.0,100.0,63.0,14.0,1.0,7.1,0.0,0.0,3.0
46.0,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29.0,1993.0,37.0,47.0,1.0,1.0,5.0,2.0,46.9,0.31,1.9,0.05,168.0,598.0,28.1,928.0,171.0,47.1,39.4,267.0,60.3,48.4,529.0,23.0,4.3,38.0,1.03,14.6
47.0,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,23.0,1999.0,34.0,47.0,6.0,1.0,4.0,1.0,42.7,0.27,-3.3,-0.1,124.0,353.0,35.1,1135.0,179.0,25.2,30.1,157.0,42.7,36.9,522.0,38.0,7.3,46.0,1.35,14.2
48.0,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31.0,1992.0,13.0,25.0,2.0,0.0,3.0,1.0,22.4,0.3,-1.6,-0.12,52.0,148.0,35.1,314.0,70.0,32.5,32.7,79.0,58.2,45.9,152.0,11.0,7.2,15.0,1.15,15.4
49.0,Jaume Doménech,es ESP,GK,Valencia,es La Liga,32.0,1990.0,0.9,3.0,0.0,1.0,2.0,0.0,1.7,0.14,-1.3,-1.52,4.0,20.0,20.0,24.0,2.0,62.5,40.5,7.0,71.4,51.4,19.0,1.0,5.3,1.0,1.14,11.4
50.0,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24.0,1999.0,24.1,20.0,3.0,0.0,2.0,0.0,30.4,0.25,10.4,0.43,36.0,94.0,38.3,641.0,113.0,11.4,24.2,131.0,16.0,23.0,294.0,15.0,5.1,23.0,0.95,13.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34.0,1989.0,22.1,42.0,4.0,0.0,5.0,0.0,42.2,0.29,0.2,0.01,56.0,165.0,33.9,480.0,143.0,15.6,25.4,169.0,53.3,39.1,296.0,20.0,6.8,22.0,1.0,12.9
52.0,Ederson,br BRA,GK,Manchester City,eng Premier League,29.0,1993.0,30.9,27.0,3.0,0.0,2.0,1.0,27.2,0.3,1.2,0.04,114.0,246.0,46.3,1120.0,137.0,18.3,27.2,114.0,36.0,36.3,247.0,25.0,10.1,50.0,1.62,17.3
53.0,Aarón Escandell,es ESP,GK,Las Palmas,es La Liga,27.0,1995.0,1.7,3.0,0.0,0.0,0.0,0.0,2.5,0.62,-0.5,-0.3,9.0,26.0,34.6,73.0,10.0,27.4,30.4,12.0,50.0,41.3,24.0,1.0,4.2,4.0,2.35,18.0
54.0,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,38.0,1985.0,8.0,21.0,3.0,0.0,3.0,1.0,19.8,0.33,-0.2,-0.02,50.0,123.0,40.7,182.0,44.0,50.0,39.0,56.0,57.1,45.1,114.0,8.0,7.0,1.0,0.12,7.6
55.0,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28.0,1995.0,38.0,54.0,5.0,1.0,7.0,1.0,51.0,0.26,-2.0,-0.05,152.0,489.0,31.1,893.0,159.0,42.6,34.9,248.0,44.0,35.2,522.0,20.0,3.8,20.0,0.53,11.0
56.0,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32.0,1991.0,6.1,9.0,1.0,0.0,2.0,0.0,6.1,0.26,-2.9,-0.47,47.0,113.0,41.6,174.0,19.0,56.3,42.5,22.0,68.2,49.7,69.0,1.0,1.4,15.0,2.45,24.8
57.0,Raúl Fernández,es ESP,GK,Granada,es La Liga,35.0,1988.0,3.1,11.0,0.0,0.0,1.0,1.0,7.8,0.46,-2.2,-0.71,14.0,47.0,29.8,88.0,10.0,37.5,35.7,17.0,82.4,62.1,36.0,4.0,11.1,11.0,3.54,17.3
58.0,Fernando,es ESP,GK,Almería,es La Liga,33.0,1990.0,4.0,10.0,0.0,0.0,1.0,0.0,8.5,0.37,-1.5,-0.36,22.0,67.0,32.8,133.0,28.0,39.8,35.6,26.0,53.8,44.0,72.0,4.0,5.6,7.0,1.75,14.5
59.0,André Ferreira,pt POR,GK,Granada,es La Liga,27.0,1996.0,14.9,29.0,3.0,0.0,2.0,1.0,27.8,0.33,-0.2,-0.01,73.0,186.0,39.2,388.0,88.0,31.4,32.2,110.0,58.2,44.3,195.0,6.0,3.1,13.0,0.87,12.6
60.0,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,33.0,1990.0,4.0,8.0,0.0,0.0,4.0,0.0,7.3,0.28,-0.7,-0.18,27.0,96.0,28.1,72.0,9.0,68.1,44.9,54.0,87.0,56.6,77.0,4.0,5.2,1.0,0.25,7.6
61.0,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30.0,1993.0,36.5,63.0,2.0,0.0,6.0,0.0,55.4,0.31,-7.6,-0.21,242.0,647.0,37.4,1288.0,131.0,36.6,34.5,289.0,60.9,46.7,568.0,44.0,7.7,37.0,1.01,12.6
62.0,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,32.0,1991.0,29.4,79.0,5.0,0.0,8.0,5.0,70.4,0.33,-3.6,-0.12,205.0,618.0,33.2,783.0,101.0,54.5,40.2,262.0,72.9,52.1,468.0,28.0,6.0,42.0,1.43,14.7
63.0,Daniel Fuzato,br BRA,GK,Getafe,es La Liga,26.0,1997.0,0.1,2.0,0.0,0.0,1.0,0.0,1.3,0.63,-0.7,-9.63,2.0,7.0,28.6,6.0,1.0,50.0,39.2,4.0,100.0,71.8,5.0,1.0,20.0,0.0,0.0,10.7
64.0,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,31.0,1992.0,38.0,46.0,5.0,0.0,8.0,0.0,51.0,0.28,5.0,0.13,155.0,420.0,36.9,1140.0,178.0,25.6,30.0,246.0,52.0,44.8,534.0,41.0,7.7,33.0,0.87,13.2
65.0,Luca Gemello,it ITA,GK,Torino,it Serie A,23.0,2000.0,2.0,5.0,1.0,0.0,0.0,0.0,3.6,0.31,-1.4,-0.72,10.0,29.0,34.5,104.0,8.0,26.9,31.1,12.0,8.3,19.7,24.0,3.0,12.5,3.0,1.5,12.0
66.0,David Gil,es ESP,GK,Cádiz,es La Liga,29.0,1994.0,4.1,8.0,0.0,0.0,0.0,1.0,5.3,0.26,-1.7,-0.4,51.0,125.0,40.8,104.0,8.0,76.9,49.3,48.0,93.8,63.5,91.0,7.0,7.7,0.0,0.0,7.0
67.0,Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,28.0,1995.0,7.0,8.0,0.0,0.0,1.0,0.0,8.2,0.34,0.2,0.02,27.0,68.0,39.7,213.0,28.0,22.1,29.5,53.0,39.6,36.3,82.0,5.0,6.1,9.0,1.29,16.2
68.0,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,32.0,1990.0,1.0,2.0,1.0,0.0,0.0,0.0,2.9,0.39,0.9,0.92,3.0,9.0,33.3,17.0,0.0,47.1,33.1,2.0,50.0,32.5,12.0,0.0,0.0,1.0,1.0,14.5
69.0,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,34.0,1988.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4,0.15,-0.6,-0.31,4.0,29.0,13.8,77.0,15.0,31.2,34.4,15.0,33.3,37.9,33.0,4.0,12.1,4.0,2.0,15.7
70.0,Ivo Grbić,hr CRO,GK,Sheffield Utd,eng Premier League,27.0,1996.0,8.6,25.0,0.0,0.0,4.0,2.0,14.7,0.25,-8.3,-0.97,65.0,199.0,32.7,207.0,25.0,57.5,41.2,89.0,89.9,59.4,193.0,11.0,5.7,14.0,1.63,14.4
71.0,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,26.0,1997.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.16,0.7,0.66,10.0,18.0,55.6,23.0,3.0,52.2,42.0,9.0,66.7,54.2,12.0,0.0,0.0,1.0,1.0,23.0
72.0,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,36.0,1987.0,26.7,39.0,4.0,0.0,5.0,2.0,39.7,0.31,2.7,0.1,137.0,356.0,38.5,589.0,134.0,39.4,35.5,213.0,58.2,45.3,420.0,23.0,5.5,27.0,1.01,13.3
73.0,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,33.0,1990.0,13.0,9.0,0.0,1.0,1.0,1.0,10.3,0.25,2.3,0.17,22.0,79.0,27.8,373.0,58.0,12.9,25.1,97.0,32.0,32.2,175.0,7.0,4.0,14.0,1.08,14.5
74.0,Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,26.0,1997.0,18.0,30.0,1.0,0.0,3.0,1.0,27.4,0.31,-1.6,-0.09,59.0,245.0,24.1,377.0,52.0,46.7,38.6,105.0,65.7,47.0,246.0,5.0,2.0,17.0,0.94,13.8
75.0,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,30.0,1993.0,31.9,47.0,0.0,0.0,6.0,0.0,45.6,0.34,-1.4,-0.04,282.0,658.0,42.9,961.0,100.0,52.0,40.4,222.0,71.2,51.2,468.0,29.0,6.2,43.0,1.35,16.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,33.0,1989.0,33.0,24.0,0.0,0.0,4.0,0.0,27.5,0.27,3.5,0.11,71.0,202.0,35.1,736.0,165.0,20.8,27.6,145.0,33.8,34.5,313.0,27.0,8.6,39.0,1.18,16.5
77.0,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,30.0,1993.0,20.0,27.0,2.0,0.0,4.0,1.0,20.0,0.27,-6.0,-0.3,117.0,355.0,33.0,453.0,63.0,55.0,41.2,141.0,75.2,52.8,339.0,24.0,7.1,12.0,0.6,11.2
78.0,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,21.0,2002.0,36.0,63.0,6.0,1.0,9.0,1.0,59.8,0.27,-2.2,-0.06,144.0,360.0,40.0,1055.0,178.0,24.5,29.7,245.0,41.6,37.8,650.0,34.0,5.2,36.0,1.0,13.4
79.0,Thomas Kaminski,be BEL,GK,Luton Town,eng Premier League,30.0,1992.0,37.8,85.0,4.0,0.0,13.0,4.0,77.6,0.34,-3.4,-0.09,271.0,808.0,33.5,1121.0,150.0,52.0,39.5,341.0,66.0,47.5,558.0,16.0,2.9,76.0,2.01,20.5
80.0,Loris Karius,de GER,GK,Newcastle Utd,eng Premier League,30.0,1993.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,0.29,-1.0,-0.99,3.0,18.0,16.7,27.0,5.0,48.1,36.3,9.0,55.6,41.8,10.0,1.0,10.0,3.0,3.0,19.5
81.0,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,24.0,1998.0,10.0,11.0,0.0,0.0,3.0,1.0,11.3,0.3,1.3,0.13,32.0,102.0,31.4,411.0,52.0,22.4,27.3,28.0,35.7,34.9,77.0,5.0,6.5,13.0,1.3,17.0
82.0,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,25.0,1997.0,26.3,34.0,5.0,0.0,9.0,1.0,36.8,0.28,3.8,0.14,106.0,268.0,39.6,1006.0,106.0,19.6,28.1,165.0,43.0,38.5,359.0,7.0,1.9,17.0,0.65,12.5
83.0,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,25.0,1998.0,22.0,32.0,5.0,1.0,6.0,1.0,32.0,0.27,1.0,0.05,82.0,249.0,32.9,536.0,91.0,32.5,32.1,130.0,57.7,43.5,282.0,22.0,7.8,19.0,0.86,11.3
84.0,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,30.0,1992.0,3.0,8.0,0.0,0.0,2.0,0.0,6.7,0.29,-1.3,-0.43,16.0,40.0,40.0,74.0,6.0,36.5,34.5,24.0,54.2,46.5,36.0,2.0,5.6,2.0,0.67,11.6
85.0,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,23.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.4,0.44,0.0,0.0,,17.0,6.0,0.0,22.1,0.0,,,3.0,1.0,33.3,1.0,1.0,15.0
86.0,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24.0,1999.0,27.7,43.0,8.0,0.0,2.0,0.0,42.4,0.31,-0.6,-0.02,123.0,388.0,31.7,839.0,145.0,34.2,34.0,166.0,60.8,46.9,385.0,33.0,8.6,33.0,1.19,13.0
87.0,Nicola Leali,it ITA,GK,Genoa,it Serie A,30.0,1993.0,2.0,2.0,0.0,0.0,0.0,0.0,2.8,0.31,0.8,0.4,18.0,48.0,37.5,62.0,3.0,69.4,44.7,10.0,50.0,40.6,27.0,2.0,7.4,1.0,0.51,15.2
88.0,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,37.0,1985.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.49,-1.0,-1.03,1.0,10.0,10.0,22.0,5.0,31.8,29.0,4.0,75.0,60.5,8.0,0.0,0.0,0.0,0.0,9.8
89.0,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,32.0,1991.0,30.0,37.0,4.0,2.0,3.0,3.0,36.8,0.24,2.8,0.09,150.0,436.0,34.4,781.0,137.0,44.2,36.6,221.0,41.2,36.4,471.0,29.0,6.2,13.0,0.43,9.5
90.0,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30.0,1993.0,33.9,47.0,2.0,0.0,6.0,0.0,46.4,0.3,-0.6,-0.02,313.0,785.0,39.9,897.0,115.0,60.4,44.0,284.0,85.6,62.1,526.0,53.0,10.1,45.0,1.33,12.9
91.0,Bernd Leno,de GER,GK,Fulham,eng Premier League,31.0,1992.0,38.0,61.0,8.0,2.0,3.0,4.0,55.7,0.26,-1.3,-0.03,144.0,439.0,32.8,1372.0,167.0,23.7,28.5,201.0,56.7,44.7,472.0,19.0,4.0,40.0,1.05,14.2
